name,price,discount,rating,rating_review_count,description,image_url
"MOTOROLA g05 (Plum Red, 64 GB)","₹7,299",27% off,4.2,"80,271 Ratings & 4,805 Reviews","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.94 cm (6.67 inch) HD+ Display
50MP Rear Camera | 8MP Front Camera
5100 mAh Battery
Helio G81 Processor
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/j/b/-original-imah83ezvx8m7hs6.jpeg?q=70
"POCO M7 5G (Ocean Blue, 128 GB)","₹10,799",16% off,4.1,"75,808 Ratings & 3,507 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.48 cm (6.88 inch) HD+ Display
50MP Rear Camera | 8MP Front Camera
5160 mAh Battery
4 Gen 2 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/s/t/-original-imah9wydbymh7gv2.jpeg?q=70
"realme P3 Lite 5G Charger in the Box (Lily White, 128 GB)","₹11,999",7% off,4.4,"10,069 Ratings & 400 Reviews","4 GB RAM | 128 GB ROM | Expandable Upto 2 TB
16.94 cm (6.67 inch) Display
32MP Rear Camera | 8MP Front Camera
6000 mAh Battery
Dimensity 6300 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/o/v/-original-imahfsgvr6fvsczs.jpeg?q=70
"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)","₹22,999",11% off,4.4,"1,24,426 Ratings & 6,420 Reviews","8 GB RAM | 256 GB ROM | Expandable Upto 1 TB
16.94 cm (6.67 inch) Display
50MP + 13MP | 32MP Front Camera
5500 mAh Battery
Dimensity 7400 Processor
68W Charger
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/7/t/-original-imahgqnz4hjyk6fh.jpeg?q=70
"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)","₹24,999",10% off,4.4,"49,088 Ratings & 2,535 Reviews","12 GB RAM | 256 GB ROM | Expandable Upto 1 TB
16.94 cm (6.67 inch) Display
50MP + 13MP | 32MP Front Camera
5500 mAh Battery
Dimensity 7400 Processor
68W Charger
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/l/g/-original-imahgympttnkvw7t.jpeg?q=70
"vivo T4x 5G (Glacial Teal, 128 GB)","₹15,499",13% off,4.5,"2,12,067 Ratings & 9,197 Reviews","6 GB RAM | 128 GB ROM
17.07 cm (6.72 inch) Display
50MP + 2MP | 8MP Front Camera
6500 mAh Battery
Dimensity 7300 5G Processor
1 Year Warranty for Device and 6 Months Warranty for Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/k/r/-original-imahfhudssrdghcz.jpeg?q=70
"MOTOROLA g35 5G (Midnight Black, 128 GB)","₹11,999",4% off,4.2,"1,26,005 Ratings & 7,651 Reviews","4 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
50MP + 8MP | 16MP Front Camera
5000 mAh Battery
T760 Processor
12 5G Bands with VoNR|4K Video Recording|Vision Booster Technology
1 Year on Handset and 6 Months on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/q/m/g35-5g-pb3h0000in-motorola-original-imah7c6ykgz5rtgv.jpeg?q=70
"Ai+ Pulse (Purple, 64 GB)","₹6,999",12% off,4.3,"45,040 Ratings & 2,679 Reviews","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
17.13 cm (6.745 inch) HD+ Display
50MP Rear Camera | 5MP Front Camera
5000 mAh Battery
T615 Processor
1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/4/y/-original-imahgzhpcehgd6xv.jpeg?q=70
"Ai+ Pulse (Sparkle Red, 128 GB)","₹7,499",25% off,4.1,"7,256 Ratings & 418 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.13 cm (6.745 inch) HD+ Display
50MP Rear Camera | 5MP Front Camera
5000 mAh Battery
T615 Processor
1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/w/t/-original-imahhc4czn6fswwz.jpeg?q=70
"Nothing Phone (3a) Pro (Grey, 128 GB)","₹29,999",9% off,4.5,"13,844 Ratings & 1,038 Reviews","8 GB RAM | 128 GB ROM
43.66 cm (17.19 cm) Full HD+ Display
50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera
5000 mAh Battery
7s Gen3 Processor
1 Year Manufacturing Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/n/p/-original-imahcfcfwzp8sydh.jpeg?q=70
"Tecno Spark Go 1 (Startrail Black, 64 GB)","₹7,299",18% off,4.3,"6,675 Ratings & 317 Reviews","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.94 cm (6.67 inch) Display
13MP Rear Camera | 8MP Front Camera
5000 mAh Battery
Unisoc T61 Processor
1 Year Manufacturer Warranty for Phone",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/6/q/-original-imah43f3nesgmgud.jpeg?q=70
"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 64 GB)","₹10,999",15% off,4.4,"45,710 Ratings & 1,318 Reviews","4 GB RAM | 64 GB ROM | Expandable Upto 2 TB
17.12 cm (6.74 inch) HD+ Display
50MP + 2MP | 5MP Front Camera
6000 mAh Battery
Dimensity 6300 5G Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/9/t/-original-imahfkvfhpfaftmb.jpeg?q=70
"IQOO Z10 Lite 5G (Cyber Green, 128 GB)","₹13,161",12% off,4.3,"3,409 Ratings & 138 Reviews","6 GB RAM | 128 GB ROM
17.12 cm (6.74 inch) Display
50MP Rear Camera
6000 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/n/l/z10-lite-5g-i2409-iqoo-original-imahjc5ebg6mhsvt.jpeg?q=70
"realme P4x 5G (Lake Green, 256 GB)","₹19,499",7% off,4.4,"2,544 Ratings & 207 Reviews","8 GB RAM | 256 GB ROM
17.07 cm (6.72 inch) Full HD+ Display
50MP + 2MP | 8MP Front Camera
7000 mAh Battery
Dimensity 7400 Ultra Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/q/a/-original-imahgdr4nr8vzghm.jpeg?q=70
"POCO C75 5G (Silver Stardust, 128 GB)","₹9,499",17% off,4.2,"1,55,188 Ratings & 6,761 Reviews","4 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.48 cm (6.88 inch) HD+ Display
50MP Rear Camera | 5MP Front Camera
5160 mAh Battery
4s Gen 2 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/b/b/-original-imahbr2czzcrgfx7.jpeg?q=70
"Ai+ Pulse (Purple, 128 GB)","₹7,499",25% off,4.1,"7,256 Ratings & 418 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.13 cm (6.745 inch) HD+ Display
50MP Rear Camera | 5MP Front Camera
5000 mAh Battery
T615 Processor
1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/l/u/-original-imahdsbnduqgjgwb.jpeg?q=70
"REDMI Note 14 SE 5G (Titan Black, 128 GB)","₹13,999",30% off,4.3,"27,956 Ratings & 1,237 Reviews","6 GB RAM | 128 GB ROM
16.94 cm (6.67 inch) Full HD+ Display
50MP + 8MP + 2MP | 20MP Front Camera
5110 mAh Battery
Dimensity 7025 Ultra Processor
1 Year Warranty on the Handset and 6 Months Warranty on the Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/m/t/-original-imahg2z9zggggbgq.jpeg?q=70
"vivo T4 Lite 5G Charger in the Box (Prism Blue, 128 GB)","₹12,999",13% off,4.4,"61,414 Ratings & 1,884 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 2 TB
17.12 cm (6.74 inch) HD+ Display
50MP + 2MP | 5MP Front Camera
6000 mAh Battery
Dimensity 6300 5G Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/w/0/-original-imahfkx4pbdh5pff.jpeg?q=70
"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)","₹12,556",16% off,4.3,"7,388 Ratings & 313 Reviews","6 GB RAM | 128 GB ROM
16.94 cm (6.67 inch) Display
32MP Rear Camera
6000 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/m/m/-original-imahgkgxgjggq6q8.jpeg?q=70
"POCO M6 Plus 5G (Graphite Black, 128 GB)","₹12,580",30% off,4.2,"19,102 Ratings & 1,102 Reviews","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.25 cm (6.79 inch) Full HD+ Display
108MP + 2MP | 13MP Front Camera
5030 mAh Battery
Snapdragon 4 Gen2 AE Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/w/k/-original-imah3afnzmgfjnrf.jpeg?q=70
"POCO M7 5G (Mint Green, 128 GB)","₹11,799",15% off,4.3,"16,982 Ratings & 802 Reviews","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.48 cm (6.88 inch) HD+ Display
50MP Rear Camera | 8MP Front Camera
5160 mAh Battery
4 Gen 2 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/w/0/-original-imah9wydggh9mtxt.jpeg?q=70
LAVA A2 Smart,"₹1,204",22% off,4,630 Ratings & 38 Reviews,"4 MB RAM | 24 MB ROM | Expandable Upto 32 GB
6.1 cm (2.4 inch) HVGA Display
1.3MP + 0MP | 0MP Front Camera
1200 mAh Battery
Mtk Processor
1 year manufacturer Replacement for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/c/i/a2-smart-lf6004-lava-original-imahhxyfzmcywfzz.jpeg?q=70
"POCO M7 5G (Ocean Blue, 128 GB)","₹11,799",15% off,4.3,"16,982 Ratings & 802 Reviews","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.48 cm (6.88 inch) HD+ Display
50MP Rear Camera | 8MP Front Camera
5160 mAh Battery
4 Gen 2 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/y/v/-original-imahgwaezezfptkz.jpeg?q=70
"Tecno Spark Go 1 (Magic Skin Green, 64 GB)","₹7,299",18% off,4.3,"6,675 Ratings & 317 Reviews","4 GB RAM | 64 GB ROM | Expandable Upto 1 TB
16.94 cm (6.67 inch) Display
13MP Rear Camera | 8MP Front Camera
5000 mAh Battery
Unisoc T61 Processor
1 Year Manufacturer Warranty for Phone",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/b/g/-original-imah43f27gxaqhhy.jpeg?q=70
"MOTOROLA g35 5G (Midnight Black, 128 GB)","₹12,999",16% off,4.2,"9,211 Ratings & 441 Reviews","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
50MP + 8MP | 16MP Front Camera
5000 mAh Battery
T760 Processor
12 5G Bands with VoNR|4K Video Recording|Vision Booster Technology
1 Year on Handset and 6 Months on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/4/j/-original-imahgjf92nfmtgbe.jpeg?q=70
"MOTOROLA g35 5G (Leaf Green, 128 GB)","₹11,999",4% off,4.2,"1,26,005 Ratings & 7,651 Reviews","4 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
50MP + 8MP | 16MP Front Camera
5000 mAh Battery
T760 Processor
12 5G Bands with VoNR|4K Video Recording|Vision Booster Technology
1 Year on Handset and 6 Months on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/v/c/g35-5g-pb3h0001in-motorola-original-imah7c6xqfsptyzx.jpeg?q=70
"MOTOROLA g35 5G (Guava Red, 128 GB)","₹12,999",16% off,4.2,"9,211 Ratings & 441 Reviews","8 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.07 cm (6.72 inch) Full HD+ Display
50MP + 8MP | 16MP Front Camera
5000 mAh Battery
T760 Processor
12 5G Bands with VoNR|4K Video Recording|Vision Booster Technology
1 Year on Handset and 6 Months on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/8/n/-original-imahgjf9sdcnv2kb.jpeg?q=70
"CMF by Nothing Phone 2 Pro (Black, 256 GB)","₹19,999",20% off,4.4,"74,960 Ratings & 5,156 Reviews","8 GB RAM | 256 GB ROM | Expandable Upto 2 TB
17.2 cm (6.77 inch) Display
50MP + 50MP + 8MP | 16MP Front Camera
5000 mAh Battery
Dimensity 7300 Pro 5G Processor
1 Year Manufacturing Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/y/d/-original-imahc7ezmtmajyye.jpeg?q=70
"REDMI 15 5G (Frosted White, 256 GB)","₹17,685",11% off,4.3,"3,175 Ratings & 158 Reviews","8 GB RAM | 256 GB ROM
17.53 cm (6.9 inch) Display
50MP Rear Camera
7000 mAh Battery
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/g/b/-original-imahghznbnv6yyxg.jpeg?q=70
"realme C61 (Marble Black, 64 GB)","₹7,249",19% off,4.3,"44,642 Ratings & 1,462 Reviews","4 GB RAM | 64 GB ROM | Expandable Upto 2 TB
17.13 cm (6.745 inch) HD+ Display
32MP Rear Camera | 5MP Front Camera
5000 mAh Battery
T612 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/v/z/-original-imah28xpzzwz4fwg.jpeg?q=70
"IQOO Z10 Lite 5G (Titanium Blue, 128 GB)","₹12,296",12% off,4.2,"2,463 Ratings & 98 Reviews","4 GB RAM | 128 GB ROM
17.12 cm (6.74 inch) Display
50MP Rear Camera
6000 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/v/5/-original-imahgkgxgpjx8tq6.jpeg?q=70
HOTLINE H310,₹480,51% off,3.5,"7,535 Ratings & 492 Reviews","32 MB RAM | 32 MB ROM
4.57 cm (1.8 inch) Display
0.3MP Rear Camera
1000 mAh Battery
No Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/i/4/h310-h310-hotline-original-imah8fsttt6478eb.jpeg?q=70
"POCO C71 (Desert Gold, 64 GB)","₹7,799",13% off,3.9,"58,448 Ratings & 2,575 Reviews","4 GB RAM | 64 GB ROM | Expandable Upto 2 TB
17.48 cm (6.88 inch) HD+ Display
32MP Rear Camera | 8MP Front Camera
5200 mAh Battery
Unisoc T7250 Max clock speed: 2 x A75@1.8GHz 6 x A55@1.6GHz Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/s/b/-original-imahkcwjvhzeehgy.jpeg?q=70
"Samsung Galaxy F36 5G (Black, 128 GB)","₹15,999",30% off,4.3,"9,637 Ratings & 582 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 2 TB
17.02 cm (6.7 inch) Full HD+ Display
50MP + 8MP + 2MP | 13MP Front Camera
5000 mAh Battery
Samsung Exynos 1380 Processor
1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/c/0/-original-imahgynnhrgyx5wz.jpeg?q=70
"REDMI A4 (Starry Black, 128 GB)","₹11,398",12% off,4.2,"2,302 Ratings & 80 Reviews","6 GB RAM | 128 GB ROM
17.48 cm (6.88 inch) Display
50MP + 50MP | 5MP Dual Front Camera
5160 mAh Battery
Snapdragon 4s Gen 2 5G Processor Processor
1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/j/y/a4-24116rnc1i-redmi-original-imahjt7cmgzrdrzf.jpeg?q=70
"realme P3 Lite 5G (Jade Green, 128 GB)","₹11,999",7% off,4.4,"10,069 Ratings & 400 Reviews","4 GB RAM | 128 GB ROM | Expandable Upto 2 TB
16.94 cm (6.67 inch) Display
32MP Rear Camera | 8MP Front Camera
6000 mAh Battery
Dimensity 6300 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/u/v/-original-imahjhas8jcvacxu.jpeg?q=70
"vivo T4x 5G (Marine Blue, 128 GB)","₹16,499",15% off,4.4,"1,60,252 Ratings & 7,471 Reviews","8 GB RAM | 128 GB ROM
17.07 cm (6.72 inch) Display
50MP + 2MP | 8MP Front Camera
6500 mAh Battery
Dimensity 7300 5G Processor
1 Year Warranty for Device and 6 Months Warranty for Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/n/v/-original-imahavdveeghweea.jpeg?q=70
"Ai+ Nova 5G (Black, 128 GB)","₹8,999",18% off,4.2,"25,944 Ratings & 1,625 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.13 cm (6.745 inch) HD+ Display
50MP Rear Camera | 5MP Front Camera
5000 mAh Battery
T8200 Processor
1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/8/x/i/-original-imahgzhp2fteyggf.jpeg?q=70
Nokia All-New 105 Single Sim Keypad Phone with Built-in UPI Payments,"₹1,259",21% off,3.7,"1,06,909 Ratings & 6,819 Reviews","32 MB RAM | 32 MB ROM
4.5 cm (1.77 inch) Display
0MP | 0MP Front Camera
1000 mAh Battery
SC6531E Processor
1YR BRAND WARRANTY ON HANDSET & 6 MONTHS WARRANTY ON ACCESSORIES",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/g/s/r/105-single-sim-keypad-mobile-phone-with-wireless-fm-radio-ta-original-imah53fqhhqyadgd.jpeg?q=70
"REDMI 14C 5G (Starlight Blue, 128 GB)","₹11,999",20% off,4.3,"10,201 Ratings & 494 Reviews","6 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.48 cm (6.88 inch) HD+ Display
50MP Rear Camera | 8MP Front Camera
5160 mAh Battery
4 Gen 2 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/7/z/-original-imahdxq5zsrwekqg.jpeg?q=70
"realme P4x 5G (Matte Silver, 128 GB)","₹16,499",8% off,4.4,"7,562 Ratings & 574 Reviews","6 GB RAM | 128 GB ROM
17.07 cm (6.72 inch) Full HD+ Display
50MP + 2MP | 8MP Front Camera
7000 mAh Battery
Dimensity 7400 Ultra Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/9/n/-original-imahgdr4shzrvcfh.jpeg?q=70
"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)","₹11,330",19% off,4.3,852 Ratings & 43 Reviews,"4 GB RAM | 128 GB ROM
16.94 cm (6.67 inch) Display
32MP Rear Camera
6000 mAh Battery
1 Year Warranty",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/l/w/-original-imahgkgxmmzhxgzd.jpeg?q=70
"MOTOROLA Edge 60 Pro (Pantone Shadow, 256 GB)","₹29,999",18% off,4.3,"47,300 Ratings & 3,465 Reviews","8 GB RAM | 256 GB ROM
17.02 cm (6.7 inch) Display
50MP + 50MP + 10MP | 50MP Front Camera
6000 mAh Battery
Dimensity 8350 Processor
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/u/b/t/-original-imahgqnzzc6cgggb.jpeg?q=70
"OPPO K14x 5G (Icy Blue, 128 GB)","₹16,999",15% off,4.8,645 Ratings & 198 Reviews,"6 GB RAM | 128 GB ROM
17.14 cm (6.75 inch) HD+ Display
50MP + 2MP | 5MP; f/2.2; FOV 77°; 3P lens
6500 mAh Battery
Dimensity 6300 Processor
1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/s/g/-original-imahkkpg3hbtardn.jpeg?q=70
"POCO C75 5G (Enchanted Green, 128 GB)","₹9,499",17% off,4.2,"1,55,188 Ratings & 6,761 Reviews","4 GB RAM | 128 GB ROM | Expandable Upto 1 TB
17.48 cm (6.88 inch) HD+ Display
50MP Rear Camera | 5MP Front Camera
5160 mAh Battery
4s Gen 2 5G Processor
1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/v/f/-original-imahbr2cmpwexghw.jpeg?q=70
"MOTOROLA G96 5G (Pantone Ashleigh Blue, 128 GB)","₹18,999",9% off,4.4,"89,039 Ratings & 4,492 Reviews","8 GB RAM | 128 GB ROM
16.94 cm (6.67 inch) Full HD+ Display
50MP + 8MP | 32MP Front Camera
5500 mAh Battery
7s Gen 2 Processor
1 Year Warranty on Handset and 6 Months Warranty on Accessories",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/p/6/r/-original-imahgqnzbwhbqywa.jpeg?q=70
