,name,url,rating,review_count,price,discount,description
81,"POCO C71 (Power Black, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/7/z/w/-original-imahawgahmkbjxyj.jpeg?q=70,4.1,"34,226 Ratings & 1,593 Reviews","₹8,799",12% off,"6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.48 cm (6.88 inch) HD+ Display32MP Rear Camera | 8MP Front Camera5200 mAh BatteryUnisoc T7250
Max clock speed: 
2 x A75@1.8GHz
6 x A55@1.6GHz Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories"
82,"realme C61 (Marble Black, 64 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/x/v/z/-original-imah28xpzzwz4fwg.jpeg?q=70,4.3,"44,727 Ratings & 1,461 Reviews","₹7,249",19% off,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.13 cm (6.745 inch) HD+ Display32MP Rear Camera | 5MP Front Camera5000 mAh BatteryT612 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
83,"POCO C75 5G (Silver Stardust, 64 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/b/b/-original-imahbr2czzcrgfx7.jpeg?q=70,4.2,"1,55,390 Ratings & 6,765 Reviews","₹8,499",22% off,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5160 mAh Battery4s Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
84,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/q/r/-original-imahfvrmzd46wgw5.jpeg?q=70,4.2,"21,524 Ratings & 1,374 Reviews","₹10,499",32% off,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
85,"Ai+ Nova 5G (Green, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/5/i/-original-imahgzhptxffxdsg.jpeg?q=70,3.9,"4,846 Ratings & 404 Reviews","₹9,999",23% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT8200 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories
86,"REDMI Note 14 SE 5G (Crimson Art, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/t/l/-original-imahg2z9zy2ea2py.jpeg?q=70,4.3,"28,022 Ratings & 1,244 Reviews","₹13,999",30% off,6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Warranty on the Handset and 6 Months Warranty on the Inbox Accessories
87,"POCO M7 5G (Ocean Blue, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/s/t/-original-imah9wydbymh7gv2.jpeg?q=70,4.1,"75,873 Ratings & 3,510 Reviews","₹10,799",16% off,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
88,LAVA A1 Josh BOL,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/0/2/v/-original-imahgzgn5ecqazze.jpeg?q=70,4.1,"23,629 Ratings & 1,042 Reviews",₹967,30% off,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB4.5 cm (1.77 inch) Quarter QVGA Display1000 mAh Battery1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box
89,"IQOO Z10R 5G (Aquamarine, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/t/s/b/-original-imahgkgxzdx6kzvv.jpeg?q=70,4.4,"3,956 Ratings & 228 Reviews","₹20,690",11% off,8 GB RAM | 128 GB ROM17.2 cm (6.77 inch) Display50MP Rear Camera5700 mAh Battery1 Year Warranty
90,"vivo T4x 5G (Pronto Purple, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/j/t/v/-original-imahavdv28z4nrkn.jpeg?q=70,4.5,"2,12,384 Ratings & 9,206 Reviews","₹15,499",13% off,6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Display50MP + 2MP | 8MP Front Camera6500 mAh BatteryDimensity 7300 5G Processor1 Year Warranty for Device and 6 Months Warranty for Accessories
91,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/o/d/-original-imahfvrmfkwybeyc.jpeg?q=70,4.2,"21,524 Ratings & 1,374 Reviews","₹10,499",32% off,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB17.02 cm (6.7 inch) HD+ Display50MP + 2MP | 8MP Front Camera5000 mAh BatteryDimensity 6300 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
92,"REDMI A4 (Sparkle Purple, 64 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/z/u/a/a4-24116rnc1i-redmi-original-imahghhcmx9gnb3f.jpeg?q=70,4.3,"15,138 Ratings & 626 Reviews","₹9,949",9% off,4 GB RAM | 64 GB ROM17.48 cm (6.88 inch) Display50MP Rear Camera5160 mAh Battery1 Year
93,Micromax X778,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/a/s/i/x778-x778-micromax-original-imahdwq7qkcdueww.jpeg?q=70,3.8,"4,989 Ratings & 392 Reviews","₹1,425",28% off,32 MB RAM | 32 MB ROM6.1 cm (2.4 inch) Display0.3MP Rear Camera2700 mAh BatteryOne Year manufacturer Warranty
94,"POCO M7 5G (Satin Black, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/i/3/-original-imah9wydpxgkjtgw.jpeg?q=70,4.3,"17,030 Ratings & 805 Reviews","₹11,799",15% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
95,"Samsung Galaxy F36 5G (Black, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/d/c/0/-original-imahgynnhrgyx5wz.jpeg?q=70,4.3,"9,678 Ratings & 588 Reviews","₹15,999",30% off,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB17.02 cm (6.7 inch) Full HD+ Display50MP + 8MP + 2MP | 13MP Front Camera5000 mAh BatterySamsung Exynos 1380 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
96,"realme P4 Power 5G (TransSilver, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/a/c/-original-imahjzf6gw6zwskp.jpeg?q=70,4.6,"1,878 Ratings & 175 Reviews","₹25,999",21% off,8 GB RAM | 128 GB ROM17.27 cm (6.8 inch) Full HD+ AMOLED Display50MP + 8MP | Yes10001 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
97,"REDMI A4 (Starry Black, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/j/y/a4-24116rnc1i-redmi-original-imahjt7cmgzrdrzf.jpeg?q=70,4.2,"2,320 Ratings & 80 Reviews","₹11,395",12% off,6 GB RAM | 128 GB ROM17.48 cm (6.88 inch) Display50MP + 50MP | 5MP Dual Front Camera5160 mAh BatterySnapdragon 4s Gen 2 5G Processor Processor1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
98,Kechaoda K115,https://rukminim2.flixcart.com/image/312/312/xif0q/shopsy-mobile/c/g/w/k115-32-k115-kechaoda-32-original-imahhn5udpyhuu8f.jpeg?q=70,4.1,"43,672 Ratings & 2,718 Reviews",₹999,33% off,32 MB RAM | 32 GB ROM | Expandable Upto 32 MB3.66 cm (1.44 inch) NA Display0.3MP + 0MP | 0MP Front Camera850 mAh BatteryNA Processor3 Months Company Warranty
99,"POCO M7 Pro 5G (Lunar Dust, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/v/m/x/-original-imah7jspd8dcxfut.jpeg?q=70,4.3,"38,049 Ratings & 2,715 Reviews","₹13,499",28% off,6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
100,"MOTOROLA G96 5G (Pantone Dresden Blue, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/2/o/9/-original-imahgqnzt97efyph.jpeg?q=70,4.4,"89,249 Ratings & 4,508 Reviews","₹19,999",13% off,8 GB RAM | 256 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP | 32MP Front Camera5500 mAh Battery7s Gen 2 Processor1 Year Warranty on Handset and 6 Months Warranty on Accessories
101,"Nokia 105 Classic Single Sim Keypad Phone, Without Charger",https://rukminim2.flixcart.com/image/312/312/l0r1j0w0/mobile/k/b/o/-original-imagch26hyzhgn9v.jpeg?q=70,3.9,"8,647 Ratings & 342 Reviews",₹994,20% off,32 MB RAM | 32 MB ROM4.5 cm (1.77 inch) Display0MP Front Camera800 mAh BatterySC6531E Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories Including Battery from the Date of Purchase
102,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 64 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/6/9/t/-original-imahfkvfhpfaftmb.jpeg?q=70,4.4,"45,859 Ratings & 1,322 Reviews","₹10,999",15% off,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB17.12 cm (6.74 inch) HD+ Display50MP + 2MP | 5MP Front Camera6000 mAh BatteryDimensity 6300 5G Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
103,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/l/m/t/-original-imahg2z9zggggbgq.jpeg?q=70,4.3,"28,022 Ratings & 1,244 Reviews","₹13,999",30% off,6 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Full HD+ Display50MP + 8MP + 2MP | 20MP Front Camera5110 mAh BatteryDimensity 7025 Ultra Processor1 Year Warranty on the Handset and 6 Months Warranty on the Inbox Accessories
104,"Nothing Phone (3a) Pro (Grey, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/3/n/p/-original-imahcfcfwzp8sydh.jpeg?q=70,4.5,"13,884 Ratings & 1,039 Reviews","₹31,999",8% off,8 GB RAM | 256 GB ROM43.66 cm (17.19 cm) Full HD+ Display50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera5000 mAh Battery7s Gen3 Processor1 Year Manufacturing Warranty
105,"REDMI 15 5G (Frosted White, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/g/b/-original-imahghznbnv6yyxg.jpeg?q=70,4.3,"3,195 Ratings & 158 Reviews","₹17,593",12% off,8 GB RAM | 256 GB ROM17.53 cm (6.9 inch) Display50MP Rear Camera7000 mAh Battery1 year manufacturer warranty for device and 6 months manufacturer warranty for in-box accessories including batteries from the date of purchase
106,"REDMI 14C 5G (Starlight Blue, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/7/z/-original-imahdxq5zsrwekqg.jpeg?q=70,4.3,"10,224 Ratings & 495 Reviews","₹11,999",20% off,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
107,"Samsung Galaxy S24 5G Snapdragon (Onyx Black, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/r/8/1/-original-imahfz2tenzpsd3p.jpeg?q=70,4.6,"55,437 Ratings & 3,171 Reviews","₹42,999",42% off,8 GB RAM | 128 GB ROM15.75 cm (6.2 inch) Full HD+ Display50MP + 12MP | 12MP Front Camera4000 mAh Battery8 Gen 3 Processor1 Year Manufacturer Warranty for Device and 6 Months for In-Box Accessories
108,"realme P3x 5G (Lunar Silver, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/h/c/4/-original-imah9gtmjhh9eb8k.jpeg?q=70,4.4,"74,331 Ratings & 2,855 Reviews","₹12,999",23% off,6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
109,"realme P4x 5G (Lake Green, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/k/q/a/-original-imahgdr4nr8vzghm.jpeg?q=70,4.4,"2,570 Ratings & 207 Reviews","₹18,999",9% off,8 GB RAM | 256 GB ROM17.07 cm (6.72 inch) Full HD+ Display50MP + 2MP | 8MP Front Camera7000 mAh BatteryDimensity 7400 Ultra Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In-Box Accessories
110,"Ai+ Pulse (Blue, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/b/l/-original-imahdsbngzyp8kv7.jpeg?q=70,4.1,"7,317 Ratings & 421 Reviews","₹8,299",17% off,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT615 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories
111,"Ai+ Pulse (Sparkle Red, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/w/t/-original-imahhc4czn6fswwz.jpeg?q=70,4.1,"7,317 Ratings & 421 Reviews","₹8,299",17% off,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.13 cm (6.745 inch) HD+ Display50MP Rear Camera | 5MP Front Camera5000 mAh BatteryT615 Processor1 Year Warranty on Handset and 6 Months Warranty on the Inbox Accessories
112,Jmax Super 2,https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/y/l/3/super-2-super-2-jmax-original-imah8fstyhnhqxyq.jpeg?q=70,3.9,"2,068 Ratings & 162 Reviews",₹560,43% off,32 MB RAM | 32 MB ROM4.57 cm (1.8 inch) Display0.3MP Rear Camera1100 mAh Battery1 Year Domestic Warranty 7698174900
113,"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/m/l/w/-original-imahgkgxmmzhxgzd.jpeg?q=70,4.3,858 Ratings & 42 Reviews,"₹11,326",19% off,4 GB RAM | 128 GB ROM16.94 cm (6.67 inch) Display32MP Rear Camera6000 mAh Battery1 Year Warranty
114,"realme P3x 5G (Stellar Pink, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/5/v/y/-original-imah9gtmsuutundb.jpeg?q=70,4.4,"74,331 Ratings & 2,855 Reviews","₹12,999",23% off,6 GB RAM | 128 GB ROM17.07 cm (6.72 inch) Full HD Display50MP Rear Camera | 8MP Front Camera6000 mAh BatteryDimensity 6400 Processor1 Year Manufacturer Warranty for Device and 6 Months Manufacturer Warranty for Inbox Accessories
115,"POCO M6 Plus 5G (Graphite Black, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/i/w/k/-original-imah3afnzmgfjnrf.jpeg?q=70,4.2,"19,126 Ratings & 1,103 Reviews","₹12,575",30% off,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.25 cm (6.79 inch) Full HD+ Display108MP + 2MP | 13MP Front Camera5030 mAh BatterySnapdragon 4 Gen2 AE Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
116,"Tecno Spark Go 2 (Turquoise Green, 64 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/n/z/c/-original-imahdem8dchwequp.jpeg?q=70,4.3,"2,598 Ratings & 155 Reviews","₹7,499",16% off,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB16.94 cm (6.67 inch) Display13MP Rear Camera5000 mAh Lithium Polymer BatteryT7250 Processor1 Year Manufacturer Warranty for Phone
117,"CMF by Nothing Phone 2 Pro (Black, 256 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/w/y/d/-original-imahc7ezmtmajyye.jpeg?q=70,4.4,"75,271 Ratings & 5,176 Reviews","₹19,999",20% off,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB17.2 cm (6.77 inch) Display50MP + 50MP + 8MP | 16MP Front Camera5000 mAh BatteryDimensity 7300 Pro 5G Processor1 Year Manufacturing Warranty
118,"POCO M7 5G (Satin Black, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/b/i/3/-original-imah9wydpxgkjtgw.jpeg?q=70,4.1,"75,873 Ratings & 3,510 Reviews","₹10,799",16% off,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.48 cm (6.88 inch) HD+ Display50MP Rear Camera | 8MP Front Camera5160 mAh Battery4 Gen 2 5G Processor1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
119,"MOTOROLA g35 5G (Leaf Green, 128 GB)",https://rukminim2.flixcart.com/image/312/312/xif0q/mobile/o/v/c/g35-5g-pb3h0001in-motorola-original-imah7c6xqfsptyzx.jpeg?q=70,4.2,"1,26,084 Ratings & 7,647 Reviews","₹11,999",4% off,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB17.07 cm (6.72 inch) Full HD+ Display50MP + 8MP | 16MP Front Camera5000 mAh BatteryT760 Processor12 5G Bands with VoNR|4K Video Recording|Vision Booster Technology1 Year on Handset and 6 Months on Accessories
